,energy,data,data_err
825,0.011337,5.1344,0.12687
826,0.011322,5.348,0.13303
827,0.011287,5.0972,0.063925
828,0.01123,5.2196,0.065022
829,0.011174,5.29,0.066275
830,0.011118,5.2312,0.066603
831,0.011062,5.2058,0.066452
832,0.011007,5.3101,0.068186
833,0.010952,5.3369,0.069172
834,0.010898,5.4932,0.071498
835,0.010844,5.303,0.070358
836,0.010791,5.3469,0.070702
837,0.010737,5.3544,0.07241
838,0.010685,5.2802,0.07178
839,0.010632,5.3524,0.073275
840,0.01058,5.439,0.074833
841,0.010529,5.4632,0.075068
842,0.010478,5.4162,0.074795
843,0.010427,5.4859,0.076574
844,0.010376,5.3934,0.076935
845,0.010326,5.6702,0.080432
846,0.010277,5.5436,0.079451
847,0.010227,5.6561,0.082473
848,0.010178,5.5274,0.08097
849,0.01013,5.5707,0.083422
850,0.010081,5.5545,0.083898
851,0.010033,5.5134,0.084354
852,0.0099857,5.6384,0.086118
853,0.0099384,5.7156,0.087344
854,0.0098915,5.6823,0.087438
855,0.0098448,5.6659,0.082391
856,0.0097985,5.8433,0.083476
857,0.0097526,5.8474,0.083749
858,0.0097069,5.7233,0.082468
859,0.0096616,5.82,0.083966
860,0.0096166,5.8976,0.086316
861,0.0095719,5.8218,0.085006
862,0.0095275,5.7885,0.085501
863,0.0094835,5.9415,0.088277
864,0.0094397,5.9703,0.089067
865,0.0093962,6.0298,0.090494
866,0.0093531,5.9032,0.089684
867,0.0093102,5.9768,0.092597
868,0.0092676,5.9385,0.092327
869,0.0092253,5.9137,0.092226
870,0.0091834,6.0049,0.09436
871,0.0091416,5.9719,0.09492
872,0.0091002,6.0894,0.097335
873,0.0090591,5.871,0.096125
874,0.0090182,6.1684,0.099794
875,0.0089776,6.2025,0.10139
876,0.0089373,6.1466,0.10218
877,0.0088973,6.0802,0.1009
878,0.0088575,6.158,0.10399
879,0.008818,6.2735,0.10756
880,0.0087787,6.3044,0.10766
881,0.0087397,6.1389,0.10661
882,0.008701,6.2511,0.10828
883,0.0086625,6.0887,0.10598
884,0.0086243,6.2409,0.1086
885,0.0085864,6.4476,0.11459
886,0.0085487,6.3604,0.11492
887,0.0085112,6.1903,0.11114
888,0.008474,6.2602,0.11322
889,0.008437,6.4175,0.11688
890,0.0084003,6.2328,0.11477
891,0.0083638,6.4235,0.11943
892,0.0083275,6.466,0.12146
893,0.0082915,6.4023,0.12199
894,0.0082557,6.3834,0.12214
895,0.0082201,6.6285,0.12717
896,0.0081848,6.4861,0.12477
897,0.0081497,6.7514,0.13359
898,0.0081148,6.6392,0.13182
899,0.0080802,6.4874,0.12865
900,0.0080458,6.4055,0.12804
901,0.0080115,6.5458,0.13295
902,0.0079776,6.731,0.13749
903,0.0079438,6.5549,0.13479
904,0.0079102,6.5244,0.13369
905,0.0078769,6.6095,0.13896
906,0.0078437,6.7755,0.14335
907,0.0078108,6.7481,0.14117
908,0.0077781,6.5769,0.1387
909,0.0077455,7.1602,0.15856
910,0.0077132,6.7341,0.14484
911,0.0076811,6.7666,0.14833
912,0.0076492,6.6689,0.14514
913,0.0076175,6.6177,0.14328
914,0.007586,6.4198,0.13979
915,0.0075546,6.7679,0.1507
916,0.0075235,6.839,0.15522
917,0.0074926,6.5823,0.14752
918,0.0074618,6.8357,0.15679
919,0.0074313,6.6073,0.14999
920,0.0074009,7.0451,0.16551
921,0.0073707,6.7747,0.15922
922,0.0073407,7.0557,0.16963
923,0.0073109,6.8097,0.16384
924,0.0072813,7.0047,0.16886
925,0.0072518,7.0951,0.17278
926,0.0072225,6.6145,0.15675
927,0.0071934,6.8237,0.16459
928,0.0071645,7.1202,0.17775
929,0.0071357,7.0806,0.17814
930,0.0071072,6.5812,0.16301
931,0.0070788,7.153,0.18313
932,0.0070505,7.0723,0.18292
933,0.0070224,6.9178,0.17714
934,0.0069945,7.0402,0.18624
935,0.0069668,7.2754,0.19163
936,0.0069392,7.2657,0.19798
937,0.0069118,7.2252,0.19294
938,0.0068846,7.2837,0.19795
939,0.0068575,7.4164,0.20371
940,0.0068418,7.5044,0.50583
941,0.0068373,6.0095,0.37648
942,0.0068328,7.2001,0.46774
943,0.0068283,6.7488,0.43314
944,0.0068239,6.6374,0.40792
945,0.0068194,6.9479,0.4322
946,0.0068149,5.4432,0.32975
947,0.0068105,4.2583,0.25357
948,0.006806,3.8656,0.25413
949,0.0068016,3.9394,0.2484
950,0.0067971,4.0958,0.24712
951,0.0067927,3.6994,0.23196
952,0.0067883,3.7096,0.23388
953,0.0067838,3.0596,0.21088
954,0.0067794,3.0643,0.21676
955,0.006775,3.6906,0.22153
956,0.0067706,3.2545,0.2181
957,0.0067661,3.4279,0.22091
958,0.0067617,3.2925,0.21019
959,0.0067573,2.8593,0.2002
960,0.0067529,3.418,0.21717
961,0.0067485,3.1907,0.21062
962,0.0067441,3.0536,0.21286
963,0.0067398,3.2218,0.21179
964,0.0067354,3.3408,0.21575
965,0.006731,3.2991,0.21257
966,0.0067266,3.2477,0.21059
967,0.0067222,2.8397,0.20492
968,0.0067179,2.8098,0.20782
969,0.0067135,2.8741,0.21174
970,0.0067092,3.0784,0.21118
971,0.0066939,3.1639,0.086216
972,0.006668,3.0895,0.085979
973,0.0066422,3.0715,0.086732
974,0.0066165,3.0628,0.087097
975,0.006591,3.0893,0.088393
976,0.0065656,3.0398,0.086888
977,0.0065404,2.9934,0.087911
978,0.0065153,3.1857,0.092076
979,0.0064904,3.1152,0.088891
980,0.0064656,3.0474,0.091925
981,0.0064409,3.0433,0.090156
982,0.0064164,3.0791,0.091138
983,0.0064022,2.9183,0.22583
984,0.0063981,3.0609,0.22846
985,0.006394,2.9179,0.21719
986,0.00639,3.2826,0.23713
987,0.0063859,3.0978,0.22287
988,0.0063819,2.6995,0.20463
989,0.0063779,2.7144,0.20161
990,0.0063738,2.7007,0.20718
991,0.0063698,2.5286,0.20559
992,0.0063658,2.3407,0.19398
993,0.0063617,2.1351,0.19838
994,0.0063577,1.8375,0.18501
995,0.0063537,1.7323,0.18916
996,0.0063497,1.5869,0.18001
997,0.0063457,1.806,0.18453
998,0.0063417,1.7552,0.18376
999,0.0063377,1.6,0.17812
1000,0.0063337,1.9089,0.18588
1001,0.0063297,1.3754,0.18017
1002,0.0063257,1.6817,0.18275
1003,0.0063217,2.1163,0.1908
1004,0.0063177,1.6653,0.17591
1005,0.0063138,1.6726,0.18339
1006,0.0063098,1.9217,0.18749
1007,0.0063058,1.4667,0.1764
1008,0.0063018,1.8391,0.17883
1009,0.006288,1.5605,0.074387
1010,0.0062643,1.588,0.074426
1011,0.0062408,1.6599,0.075134
1012,0.0062175,1.5114,0.074762
1013,0.0061942,1.527,0.075276
1014,0.0061711,1.6122,0.076126
1015,0.0061481,1.6068,0.077086
1016,0.0061252,1.5516,0.077554
1017,0.0061025,1.8425,0.080061
1018,0.0060799,1.4585,0.076606
1019,0.0060574,1.5961,0.079201
1020,0.0060351,1.6255,0.079497
1021,0.0060128,1.5224,0.079839
1022,0.0059907,1.5143,0.080256
1023,0.0059687,1.569,0.080645
1024,0.0059469,1.6984,0.082013
1025,0.0059251,1.5057,0.081754
1026,0.0059035,1.7786,0.08334
1027,0.005882,1.6039,0.083899
1028,0.0057986,1.6546,0.03129
1029,0.0056347,1.6983,0.031652
1030,0.0054772,1.7292,0.033454
1031,0.0053943,1.6502,0.11887
1032,0.0053818,1.5747,0.11798
1033,0.0053693,1.6476,0.11867
1034,0.0053568,1.9432,0.12303
1035,0.0053444,1.855,0.11949
1036,0.005332,1.7909,0.12398
1037,0.0053197,1.612,0.12166
1038,0.0053074,1.5953,0.1237
1039,0.0052952,1.682,0.12454
1040,0.005283,1.6997,0.12307
1041,0.0052709,1.7873,0.1226
1042,0.0052587,1.6541,0.12444
1043,0.0052467,1.7553,0.12469
1044,0.0052346,1.6042,0.12597
1045,0.0052227,1.3371,0.12367
1046,0.0052107,1.1571,0.11446
1047,0.0051988,1.0507,0.11723
1048,0.0051869,0.83333,0.11265
1049,0.0051751,0.92593,0.11285
1050,0.0051633,0.69807,0.1129
1051,0.0051516,0.59647,0.11384
1052,0.0051399,0.73774,0.11446
1053,0.0051282,0.71587,0.11496
1054,0.0051166,0.80068,0.11408
1055,0.005105,0.70573,0.11409
1056,0.0050935,0.66989,0.1163
1057,0.005082,0.67444,0.11733
1058,0.0050705,1.0229,0.1205
1059,0.0050591,0.53536,0.11615
1060,0.0050477,0.65558,0.11832
1061,0.0050363,0.74025,0.11955
1062,0.005025,0.69149,0.11953
1063,0.0049526,0.65642,0.034783
1064,0.0048227,0.65791,0.036248
1065,0.0046977,0.6478,0.037989
1066,0.0045776,0.72421,0.040276
1067,0.004462,0.76784,0.042749
1068,0.0043507,0.72815,0.045231
1069,0.0042436,0.77625,0.048183
1070,0.0041403,0.7013,0.0516
1071,0.0040408,0.73717,0.05511
1072,0.0039448,0.79673,0.059054
1073,0.0038522,0.62615,0.06255
1074,0.0037628,0.70736,0.065948
1075,0.0036765,0.77163,0.067462
1076,0.0035932,0.80408,0.06822
1077,0.0035126,0.71602,0.068595
1078,0.0034347,0.86647,0.06567
1079,0.0033594,0.86221,0.060703
1080,0.0032865,0.79882,0.053511
1081,0.003216,0.72618,0.054238
1082,0.0031477,0.86776,0.056395
1083,0.0030816,0.84325,0.058297
1084,0.0030175,0.93261,0.060085
1085,0.0029554,0.89079,0.063478
1086,0.0028952,0.88654,0.065495
1087,0.0028369,0.78697,0.067329
1088,0.0027802,0.89555,0.070513
1089,0.0027253,0.93168,0.072219
1090,0.002672,0.93457,0.074792
1091,0.0026202,0.93433,0.078858
1092,0.0025699,0.96577,0.082451
1093,0.002521,1.111,0.085143
1094,0.0024736,0.90389,0.087257
1095,0.0024274,1.1189,0.091573
1096,0.0023825,0.94501,0.094034
1097,0.0023389,0.95035,0.097101
1098,0.0022965,1.0099,0.10171
1099,0.0022552,0.99201,0.10518
1100,0.002215,0.94284,0.11183
1101,0.0021758,1.2748,0.11624
1102,0.0021377,1.1626,0.12068
1103,0.0021006,1.211,0.12168
1104,0.0020645,1.0649,0.13088
1105,0.0020292,1.1067,0.13076
1106,0.0019949,0.95718,0.13705
1107,0.0019614,1.2385,0.14408
1108,0.0019288,1.3633,0.15141
1109,0.001897,0.94099,0.14891
1110,0.0018659,1.1117,0.1557
1111,0.0018356,1.2353,0.16128
1112,0.0018061,1.202,0.16953
1113,0.0017772,1.2357,0.17337
1114,0.001749,1.3149,0.18471
1115,0.0017215,1.4134,0.18475
1116,0.0016947,1.231,0.19395
1117,0.0016685,1.4936,0.2057
1118,0.0016428,1.1942,0.2135
1119,0.0016178,1.0732,0.20258
1120,0.0015933,1.2128,0.21722
1121,0.0015694,1.2764,0.2309
1122,0.001546,1.1399,0.24709
1123,0.0015231,1.69,0.26693
