alpha_mtex,beta_mtex,gamma_mtex,volume_mtex,xh_mtex,xk_mtex,xl_mtex,yh_mtex,yk_mtex,yl_mtex,zh_mtex,zk_mtex,zl_mtex,alpha,alpha_e,beta,beta_e,gamma,gamma_e,intensity,intensity_e,fwhm,fwhm_e,volume,xh,xk,xl,yh,yk,yl,zh,zk,zl
356.01399996,37.60557196,37.09176753,0.25650124,2.4111201,-1.51045314,2.18308534,2.00004795,2.97279298,-0.15212017,-1.74560548,1.31979683,2.84109631,358.1808,0.05791504,39.432114,0.04227991,35.868786,0.060579255,0.14182529,0.002615494,18.587635,0.058328304,0.151004248537556,2.31019435108983,-1.52989599993378,2.27667536763133,2.02894955166375,2.95617409217936,-0.0723110885756377,-1.84585920833527,1.33464729652225,2.76990086770082
206.10883601,4.07143166,125.05359673,0.16803913,3.13680991,1.72307233,-0.228639,-1.73201273,3.13821709,-0.11205282,0.1462394,0.20843624,3.57714954,185.69092,0.80997986,6.1504235,0.09802926,143.48026,0.8087853,0.07449064,0.0014511554,20.339102,0.12423076,0.0793116877552773,3.06297069585218,1.82561382768872,-0.38232853477416,-1.83948234306755,3.07825981994371,-0.0381002685404464,0.308780935119947,0.228650547936937,3.56555797891923
166.05186921,17.22399763,242.02482671,0.07967627,2.3228497,-2.53043074,-1.03059207,2.68646036,2.36183048,0.2559647,0.49812693,-0.93782061,3.4253748,167.16942,0.15574583,22.291126,0.06579205,239.88449,0.16783224,0.020835036,0.00045703747,9.052248,0.099412166,0.022183483315514,2.3122024637932,-2.39904313042512,-1.32632660562498,2.65494206443153,2.39183227587041,0.30207853054565,0.682519480264632,-1.1766736431418,3.31819781456662
81.29524727,12.60846407,294.06439118,0.06049544,3.45277191,-0.96185256,0.11847453,0.91504321,3.38005204,0.77380523,-0.31920602,-0.71478547,3.49971709,69.66605,0.4726507,12.106713,0.11251237,308.7642,0.48348224,0.02085517,0.00042472055,13.148351,0.17598516,0.0222049203916522,3.38490723794066,-1.15538840874506,0.261363837350404,1.08694888144046,3.34394402442873,0.70527365654949,-0.470930525313749,-0.58646945907262,3.5064381434588
