 ,stack,counts,err
1467,1467,1007.000,31.733
1468,1468,985.000,31.385
1469,1469,967.000,31.097
1470,1470,1074.000,32.772
1471,1471,968.000,31.113
1472,1472,992.000,31.496
1473,1473,1110.000,33.317
1474,1474,970.000,31.145
1475,1475,973.000,31.193
1476,1476,961.000,31.000
1477,1477,998.000,31.591
1478,1478,932.000,30.529
1479,1479,1014.000,31.843
1480,1480,1016.000,31.875
1481,1481,1089.000,33.000
1482,1482,1057.000,32.512
1483,1483,905.000,30.083
1484,1484,990.000,31.464
1485,1485,1030.000,32.094
1486,1486,999.000,31.607
1487,1487,1002.000,31.654
1488,1488,1026.000,32.031
1489,1489,1008.000,31.749
1490,1490,979.000,31.289
1491,1491,1030.000,32.094
1492,1492,964.000,31.048
1493,1493,871.000,29.513
1494,1494,893.000,29.883
1495,1495,920.000,30.332
1496,1496,933.000,30.545
1497,1497,956.000,30.919
1498,1498,884.000,29.732
1499,1499,878.000,29.631
1500,1500,910.000,30.166
1501,1501,914.000,30.232
1502,1502,876.000,29.597
1503,1503,941.000,30.676
1504,1504,835.000,28.896
1505,1505,994.000,31.528
1506,1506,914.000,30.232
1507,1507,883.000,29.715
1508,1508,816.000,28.566
1509,1509,866.000,29.428
1510,1510,759.000,27.550
1511,1511,901.000,30.017
1512,1512,773.000,27.803
1513,1513,932.000,30.529
1514,1514,819.000,28.618
1515,1515,819.000,28.618
1516,1516,856.000,29.257
1517,1517,838.000,28.948
1518,1518,840.000,28.983
1519,1519,821.000,28.653
1520,1520,887.000,29.783
1521,1521,747.000,27.331
1522,1522,803.000,28.337
1523,1523,808.000,28.425
1524,1524,823.000,28.688
1525,1525,830.000,28.810
1526,1526,831.000,28.827
1527,1527,857.000,29.275
1528,1528,843.000,29.034
1529,1529,770.000,27.749
1530,1530,737.000,27.148
1531,1531,766.000,27.677
1532,1532,798.000,28.249
1533,1533,790.000,28.107
1534,1534,821.000,28.653
1535,1535,689.000,26.249
1536,1536,729.000,27.000
1537,1537,778.000,27.893
1538,1538,795.000,28.196
1539,1539,827.000,28.758
1540,1540,809.000,28.443
1541,1541,727.000,26.963
1542,1542,825.000,28.723
1543,1543,753.000,27.441
1544,1544,687.000,26.211
1545,1545,829.000,28.792
1546,1546,742.000,27.240
1547,1547,742.000,27.240
1548,1548,691.000,26.287
1549,1549,785.000,28.018
1550,1550,743.000,27.258
1551,1551,672.000,25.923
1552,1552,734.000,27.092
1553,1553,660.000,25.690
1554,1554,760.000,27.568
1555,1555,687.000,26.211
1556,1556,708.000,26.608
1557,1557,666.000,25.807
1558,1558,618.000,24.860
1559,1559,793.000,28.160
1560,1560,779.000,27.911
1561,1561,718.000,26.796
1562,1562,731.000,27.037
1563,1563,696.000,26.382
1564,1564,707.000,26.589
1565,1565,670.000,25.884
1566,1566,683.000,26.134
1567,1567,638.000,25.259
1568,1568,712.000,26.683
1569,1569,666.000,25.807
1570,1570,693.000,26.325
1571,1571,684.000,26.153
1572,1572,717.000,26.777
1573,1573,683.000,26.134
1574,1574,647.000,25.436
1575,1575,686.000,26.192
1576,1576,620.000,24.900
1577,1577,727.000,26.963
1578,1578,717.000,26.777
1579,1579,602.000,24.536
1580,1580,625.000,25.000
1581,1581,577.000,24.021
1582,1582,667.000,25.826
1583,1583,691.000,26.287
1584,1584,634.000,25.179
1585,1585,660.000,25.690
1586,1586,628.000,25.060
1587,1587,663.000,25.749
1588,1588,648.000,25.456
1589,1589,652.000,25.534
1590,1590,604.000,24.576
1591,1591,676.000,26.000
1592,1592,675.000,25.981
1593,1593,565.000,23.770
1594,1594,578.000,24.042
1595,1595,576.000,24.000
1596,1596,562.000,23.707
1597,1597,654.000,25.573
1598,1598,602.000,24.536
1599,1599,595.000,24.393
1600,1600,581.000,24.104
1601,1601,534.000,23.108
1602,1602,555.000,23.558
1603,1603,637.000,25.239
1604,1604,594.000,24.372
1605,1605,608.000,24.658
1606,1606,668.000,25.846
1607,1607,620.000,24.900
1608,1608,584.000,24.166
1609,1609,605.000,24.597
1610,1610,593.000,24.352
1611,1611,588.000,24.249
1612,1612,547.000,23.388
1613,1613,562.000,23.707
1614,1614,650.000,25.495
1615,1615,630.000,25.100
1616,1616,577.000,24.021
1617,1617,521.000,22.825
1618,1618,567.000,23.812
1619,1619,499.000,22.338
1620,1620,504.000,22.450
1621,1621,484.000,22.000
1622,1622,499.000,22.338
1623,1623,499.000,22.338
1624,1624,465.000,21.564
1625,1625,498.000,22.316
1626,1626,559.000,23.643
1627,1627,510.000,22.583
1628,1628,473.000,21.749
1629,1629,619.000,24.880
1630,1630,504.000,22.450
1631,1631,533.000,23.087
1632,1632,475.000,21.794
1633,1633,504.000,22.450
1634,1634,430.000,20.736
1635,1635,496.000,22.271
1636,1636,497.000,22.293
1637,1637,484.000,22.000
1638,1638,464.000,21.541
1639,1639,512.000,22.627
1640,1640,486.000,22.045
1641,1641,456.000,21.354
1642,1642,507.000,22.517
1643,1643,471.000,21.703
1644,1644,502.000,22.405
1645,1645,459.000,21.424
1646,1646,511.000,22.605
1647,1647,470.000,21.679
1648,1648,472.000,21.726
1649,1649,454.000,21.307
1650,1650,503.000,22.428
1651,1651,524.000,22.891
1652,1652,468.000,21.633
1653,1653,456.000,21.354
1654,1654,439.000,20.952
1655,1655,374.000,19.339
1656,1656,533.000,23.087
1657,1657,474.000,21.772
1658,1658,450.000,21.213
1659,1659,442.000,21.024
1660,1660,484.000,22.000
1661,1661,416.000,20.396
1662,1662,449.000,21.190
1663,1663,407.000,20.174
1664,1664,420.000,20.494
1665,1665,532.000,23.065
1666,1666,395.000,19.875
1667,1667,490.000,22.136
1668,1668,417.000,20.421
1669,1669,414.000,20.347
1670,1670,447.000,21.142
1671,1671,495.000,22.249
1672,1672,443.000,21.048
1673,1673,425.000,20.616
1674,1674,469.000,21.656
1675,1675,442.000,21.024
1676,1676,456.000,21.354
1677,1677,498.000,22.316
1678,1678,407.000,20.174
1679,1679,446.000,21.119
1680,1680,470.000,21.679
1681,1681,439.000,20.952
1682,1682,388.000,19.698
1683,1683,450.000,21.213
1684,1684,440.000,20.976
1685,1685,408.000,20.199
1686,1686,420.000,20.494
1687,1687,442.000,21.024
1688,1688,453.000,21.284
1689,1689,386.000,19.647
1690,1690,419.000,20.469
1691,1691,392.000,19.799
1692,1692,353.000,18.788
1693,1693,379.000,19.468
1694,1694,362.000,19.026
1695,1695,393.000,19.824
1696,1696,406.000,20.149
1697,1697,340.000,18.439
1698,1698,361.000,19.000
1699,1699,413.000,20.322
1700,1700,374.000,19.339
1701,1701,407.000,20.174
1702,1702,389.000,19.723
1703,1703,419.000,20.469
1704,1704,400.000,20.000
1705,1705,312.000,17.664
1706,1706,346.000,18.601
1707,1707,396.000,19.900
1708,1708,427.000,20.664
1709,1709,419.000,20.469
1710,1710,386.000,19.647
1711,1711,442.000,21.024
1712,1712,388.000,19.698
1713,1713,323.000,17.972
1714,1714,391.000,19.774
1715,1715,413.000,20.322
1716,1716,363.000,19.053
1717,1717,375.000,19.365
1718,1718,368.000,19.183
1719,1719,345.000,18.574
1720,1720,372.000,19.287
1721,1721,382.000,19.545
1722,1722,375.000,19.365
1723,1723,351.000,18.735
1724,1724,330.000,18.166
1725,1725,351.000,18.735
1726,1726,341.000,18.466
1727,1727,320.000,17.889
1728,1728,396.000,19.900
1729,1729,316.000,17.776
1730,1730,292.000,17.088
1731,1731,338.000,18.385
1732,1732,274.000,16.553
1733,1733,342.000,18.493
1734,1734,292.000,17.088
1735,1735,341.000,18.466
1736,1736,337.000,18.358
1737,1737,395.000,19.875
1738,1738,313.000,17.692
1739,1739,342.000,18.493
1740,1740,370.000,19.235
1741,1741,375.000,19.365
1742,1742,324.000,18.000
1743,1743,403.000,20.075
1744,1744,320.000,17.889
1745,1745,307.000,17.521
1746,1746,322.000,17.944
