 ,stack,counts,err
781,781,3425.000,58.523
782,782,3357.000,57.940
783,783,3278.000,57.254
784,784,3534.000,59.447
785,785,3386.000,58.189
786,786,3503.000,59.186
787,787,3355.000,57.922
788,788,3283.000,57.297
789,789,3305.000,57.489
790,790,3420.000,58.481
791,791,3170.000,56.303
792,792,3189.000,56.471
793,793,3118.000,55.839
794,794,3267.000,57.158
795,795,3382.000,58.155
796,796,3607.000,60.058
797,797,3595.000,59.958
798,798,3632.000,60.266
799,799,3314.000,57.567
800,800,3519.000,59.321
801,801,3676.000,60.630
802,802,3480.000,58.992
803,803,3524.000,59.363
804,804,3583.000,59.858
805,805,3628.000,60.233
806,806,3593.000,59.942
807,807,3548.000,59.565
808,808,3559.000,59.657
809,809,3485.000,59.034
810,810,3384.000,58.172
811,811,3419.000,58.472
812,812,3626.000,60.216
813,813,3438.000,58.634
814,814,3358.000,57.948
815,815,3490.000,59.076
816,816,3680.000,60.663
817,817,3840.000,61.968
818,818,3986.000,63.135
819,819,4155.000,64.459
820,820,4167.000,64.552
821,821,4316.000,65.696
822,822,4373.000,66.129
823,823,4108.000,64.094
824,824,4206.000,64.854
825,825,4358.000,66.015
826,826,4135.000,64.304
827,827,4204.000,64.838
828,828,4169.000,64.568
829,829,4132.000,64.281
830,830,4104.000,64.062
831,831,4075.000,63.836
832,832,4119.000,64.179
833,833,4230.000,65.038
834,834,4234.000,65.069
835,835,4182.000,64.668
836,836,4024.000,63.435
837,837,3972.000,63.024
838,838,4164.000,64.529
839,839,4048.000,63.624
840,840,3808.000,61.709
841,841,4086.000,63.922
842,842,3858.000,62.113
843,843,3825.000,61.847
844,844,3924.000,62.642
845,845,3906.000,62.498
846,846,3963.000,62.952
847,847,3873.000,62.233
848,848,3772.000,61.417
849,849,3764.000,61.351
850,850,3943.000,62.793
851,851,3775.000,61.441
852,852,3955.000,62.889
853,853,3645.000,60.374
854,854,3870.000,62.209
855,855,3670.000,60.581
856,856,3728.000,61.057
857,857,3689.000,60.737
858,858,3624.000,60.200
859,859,3653.000,60.440
860,860,3720.000,60.992
861,861,3502.000,59.178
862,862,3690.000,60.745
863,863,3705.000,60.869
864,864,3585.000,59.875
865,865,3829.000,61.879
866,866,3596.000,59.967
867,867,3660.000,60.498
868,868,3624.000,60.200
869,869,3833.000,61.911
870,870,3789.000,61.555
871,871,3641.000,60.341
872,872,3761.000,61.327
873,873,3739.000,61.147
874,874,3647.000,60.390
875,875,3590.000,59.917
876,876,3923.000,62.634
877,877,3688.000,60.729
878,878,3634.000,60.283
879,879,3776.000,61.449
880,880,3797.000,61.620
881,881,3562.000,59.682
882,882,3777.000,61.457
883,883,3551.000,59.590
884,884,3730.000,61.074
885,885,3832.000,61.903
886,886,3271.000,57.193
887,887,3370.000,58.052
888,888,3533.000,59.439
889,889,3328.000,57.689
890,890,3536.000,59.464
891,891,3508.000,59.228
892,892,3430.000,58.566
893,893,3338.000,57.775
894,894,3214.000,56.692
895,895,3314.000,57.567
896,896,3305.000,57.489
897,897,3175.000,56.347
898,898,3102.000,55.696
899,899,3140.000,56.036
900,900,3171.000,56.312
901,901,3144.000,56.071
902,902,3182.000,56.409
903,903,3173.000,56.329
904,904,3083.000,55.525
905,905,3140.000,56.036
906,906,3032.000,55.064
907,907,3267.000,57.158
908,908,3030.000,55.045
909,909,2967.000,54.470
910,910,3161.000,56.223
911,911,3001.000,54.781
912,912,2930.000,54.129
913,913,2829.000,53.188
914,914,2869.000,53.563
915,915,2978.000,54.571
916,916,2863.000,53.507
917,917,2720.000,52.154
918,918,2845.000,53.339
919,919,2860.000,53.479
920,920,3064.000,55.353
921,921,3096.000,55.642
922,922,2974.000,54.534
923,923,3154.000,56.160
924,924,3069.000,55.399
925,925,3168.000,56.285
926,926,3288.000,57.341
927,927,3092.000,55.606
928,928,3308.000,57.515
929,929,3154.000,56.160
930,930,3200.000,56.569
931,931,3050.000,55.227
932,932,3119.000,55.848
933,933,3199.000,56.560
934,934,3284.000,57.306
935,935,3137.000,56.009
936,936,3286.000,57.324
937,937,3316.000,57.585
938,938,3249.000,57.000
